岗位,职位,薪资,公司,城市,经验,学历,领域,规模,性质,技能要求,招聘人数,公司详情页,职位详情页,处理后的薪资,平均月薪(元),平均月薪
IOS开发工程师,ios工程师（线上面试）,1.5-2.5万,深圳极联信息技术股份有限公司,无锡,3-5年,大专,计算机软件,500-999人,民营,"Flutter, 车联网, 物联网, 蓝牙",1,http://company.zhaopin.com/CZ409287530.htm,http://jobs.zhaopin.com/CC409287530J40761057407.htm,15.0-25.0k,20000.0,20.0k
IOS开发工程师,"实习前端工程师（vue,react）",130-260元/天,智赋未来(武汉)信息科技有限公司,武汉,无经验,大专,人工智能,20人以下,民营,"Vue, React, Flutter, Node.js, Three.js, Cocos, ETHERS.JS, AI, 人工智能",3,http://company.zhaopin.com/CZL1492563810.htm,http://jobs.zhaopin.com/CCL1492563810J40721410803.htm,5.8k,5800.0,5.8k
IOS开发工程师,IOS开发工程师（学信本/长期稳定）,1.5-1.8万,北京国安信息科技有限公司,广州,5-10年,本科,IT服务,100-299人,民营,"Objective-C, 电商, 直销电商, 多线程, 消息队列, 流媒体, 前端开发",1,http://company.zhaopin.com/CZ120670560.htm,http://jobs.zhaopin.com/CC120670560J40747138614.htm,15.0-18.0k,16500.0,16.5k
IOS开发工程师,iOS开发工程师,8000-15000元,杭州生财小树软件有限公司,深圳,1-3年,本科,计算机软件,100-299人,民营,前端开发,3,http://company.zhaopin.com/CZL1500797660.htm,http://jobs.zhaopin.com/CCL1500797660J40783091713.htm,8.0-15.0k,11500.0,11.5k
IOS开发工程师,IOS开发（京东-北京）,3.5-7万·19薪,京东集团,北京,5-10年,本科,互联网,10000人以上,合资,"Objective-C, 跨境电商, IOS开发, 海外APP开发经验, 技术方案规划",1,http://company.zhaopin.com/CZ192921310.htm,http://jobs.zhaopin.com/CC192921310J40740922609.htm,35.0-70.0k,52500.0,52.5k
IOS开发工程师,iOS开发工程师（上架）,1-1.5万·13薪,厦门铠甲网络股份有限公司,厦门,3-5年,学历不限,互联网,100-299人,上市公司,上架,1,http://company.zhaopin.com/CC710611720.htm,http://jobs.zhaopin.com/CC710611720J40797485203.htm,10.0-15.0k,12500.0,12.5k
IOS开发工程师,APP开发工程师,6000-10000元,洛阳智能农业装备研究院有限公司,洛阳,5-10年,本科,学术/科研,100-299人,国企,"小程序开发, Android开发",1,http://company.zhaopin.com/CZ620072480.htm,http://jobs.zhaopin.com/CC620072480J40796130508.htm,6.0-10.0k,8000.0,8.0k
IOS开发工程师,IOS开发,1.4-1.7万,广州市凯泽利科技有限公司,广州,5-10年,大专,汽车研发/制造,100-299人,民营,"地图定位, 移动支付, 蓝牙",1,http://company.zhaopin.com/CZ823999070.htm,http://jobs.zhaopin.com/CC823999070J40796467015.htm,14.0-17.0k,15500.0,15.5k
IOS开发工程师,原生开发实习生（iOS）,140-150元/天,上海信宝博通电子商务有限公司,上海,无经验,本科,互联网,500-999人,合资,"多线程, SwiftUI, Swift, Objective-C",1,http://company.zhaopin.com/CC668429526.htm,http://jobs.zhaopin.com/CC668429520J40780300313.htm,4.3k,4300.0,4.3k
IOS开发工程师,iOS开发工程师,9000-11000元,武汉诱桃科技有限公司,武汉,3-5年,学历不限,零售/批发,20-99人,其他,"Alamofire, SwiftUI, 蓝牙, 多线程, 内存管理, 应用开发, 性能调优",1,http://company.zhaopin.com/CZL1411324580.htm,http://jobs.zhaopin.com/CCL1411324580J40777089912.htm,9.0-11.0k,10000.0,10.0k
IOS开发工程师,鸿蒙开发工程师（驻厂鸿程计算机）,1.5-2.5万,北京达融信科技集团有限公司,杭州,5-10年,本科,互联网,100-299人,民营,"安卓, iOS, 鸿蒙",1,http://company.zhaopin.com/CZL1390849320.htm,http://jobs.zhaopin.com/CCL1390849320J40738742901.htm,15.0-25.0k,20000.0,20.0k
IOS开发工程师,APP开发工程师,3000-5000元,北京中数图科技有限责任公司,广州,1-3年,大专,医药制造,20-99人,民营,"架构设计, 小程序开发, 性能优化, 流媒体, 数据结构, C语言",3,http://company.zhaopin.com/CZ818285560.htm,http://jobs.zhaopin.com/CC818285560J40783898513.htm,3.0-5.0k,4000.0,4.0k
IOS开发工程师,ios移动开发工程师 (六险一金+13薪）,1.4-1.5万·13薪,凯捷中国,天津,10年以上,本科,IT服务,10000人以上,外商独资,"Swift, Objective-C, React Native, 英文流利",1,http://company.zhaopin.com/CC000274573.htm,http://jobs.zhaopin.com/CC000274570J40698973602.htm,14.0-15.0k,14500.0,14.5k
IOS开发工程师,iOS开发工程师,1.2-2.4万,上海微创软件股份有限公司,杭州,1-3年,本科,IT服务,10000人以上,合资,"前端开发, 应用开发, MVC, 流媒体, Flutter, React Native",1,http://company.zhaopin.com/CZ000638920.htm,http://jobs.zhaopin.com/CC000638920J40744035814.htm,12.0-24.0k,18000.0,18.0k
IOS开发工程师,APP开发工程师,6000-8000元,郑州煦秋信息科技有限公司,鹤壁,经验不限,大专,计算机软件,100-299人,民营,"U3D开发, Android开发",10,http://company.zhaopin.com/CZL1374253970.htm,http://jobs.zhaopin.com/CCL1374253970J40477727813.htm,6.0-8.0k,7000.0,7.0k
IOS开发工程师,iOS开发工程师,7000-10000元,龙采科技集团,哈尔滨,1-3年,本科,互联网,1000-9999人,民营,iOS,5,http://company.zhaopin.com/CZ883867250.htm,http://jobs.zhaopin.com/CC883867250J40055044111.htm,7.0-10.0k,8500.0,8.5k
IOS开发工程师,C/C++/JAVA/GO/JS/Python/IOS/安卓,2-4万·14薪,北海智强人力资源管理有限公司,深圳,经验不限,本科,人力资源服务,20人以下,民营,"C++, Python, JavaScript, web前端, Spring, MySQL, Oracle",20,http://company.zhaopin.com/CZL1467338820.htm,http://jobs.zhaopin.com/CCL1467338820J40579596810.htm,20.0-40.0k,30000.0,30.0k
IOS开发工程师,Mobile Architect,2-4万,米斯特奥福(大连)咨询服务有限公司,北京,经验不限,学历不限,人力资源服务,20人以下,民营,"Android开发, iOS开发, AI",1,http://company.zhaopin.com/CZ323581030.htm,http://jobs.zhaopin.com/CC323581030J40780339713.htm,20.0-40.0k,30000.0,30.0k
IOS开发工程师,ios前端开发工程师助理(朝九晚六),150-200元/天,湖北源辉科技有限公司,武汉,无经验,大专,通信/网络设备,20人以下,民营,"前端开发, Swift, Objective-C, Hybrid开发, HarmonyOS开发, MVC, MVVM, Runtime",1,http://company.zhaopin.com/CZ674745120.htm,http://jobs.zhaopin.com/CC674745120J40613976809.htm,5.2k,5200.0,5.2k
IOS开发工程师,安卓开发工程师/IOS开发工程师,1.5-2万·13薪,大连弗斯特高新人才发展管理有限公司,天津,3-5年,本科,咨询服务,100-299人,民营,"Android Studio, SDK, IOS开发工程师, 英语沟通, 安卓开发工程师",2,http://company.zhaopin.com/CZ135794170.htm,http://jobs.zhaopin.com/CC135794170J40713718102.htm,15.0-20.0k,17500.0,17.5k
IOS开发工程师,ios工程师,1.5-1.8万,京北方,上海,3-5年,本科,IT服务,10000人以上,民营,银行,1,http://company.zhaopin.com/CZ315847110.htm,http://jobs.zhaopin.com/CC315847110J40712023207.htm,15.0-18.0k,16500.0,16.5k
IOS开发工程师,web前端开发工程师,6000-8000元,江苏旼德科技有限公司,淮安,经验不限,大专,计算机软件,20人以下,民营,"Vue, ERP项目, JavaScript",2,http://company.zhaopin.com/CZ380910430.htm,http://jobs.zhaopin.com/CZ380910430J00058322904.htm,6.0-8.0k,7000.0,7.0k
IOS开发工程师,IOS开发（英语能简单沟通）,1.6-2.3万·13薪,大连思泰克科技有限公司,广州,5-10年,大专,计算机硬件,100-299人,外商独资,Swift,1,http://company.zhaopin.com/CZL1211071560.htm,http://jobs.zhaopin.com/CCL1211071560J40840254615.htm,16.0-23.0k,19500.0,19.5k
IOS开发工程师,赴日Android/IOS开发工程师（日本总部岗位）,2.5-3.5万,株式会社GSD,日本,5-10年,本科,计算机软件,100-299人,外商独资,"车载项目, 银行项目, 电商项目, 多线程, Flutter, Framework, Android Studio, SDK, Java, Kotlin, C++",10,http://company.zhaopin.com/CZ293515380.htm,http://jobs.zhaopin.com/CC293515380J40509613811.htm,25.0-35.0k,30000.0,30.0k
IOS开发工程师,客户端开发实习生,200-400元/天,杭州卓迈智能科技有限公司,杭州,无经验,本科,人工智能,20人以下,其他,"Android开发, iOS开发, 小程序开发, 数据结构, 多线程, 算法基础, C语言, C++",2,http://company.zhaopin.com/CZL1501096240.htm,http://jobs.zhaopin.com/CCL1501096240J40795501808.htm,9.0k,9000.0,9.0k
IOS开发工程师,android安卓开发工程师,1.3-1.5万,南京燚麒智能科技有限公司,南京,3-5年,本科,互联网,20-99人,民营,"即时通讯, Java, 游戏项目, 电商项目, 直播视频项目",2,http://company.zhaopin.com/CZ620467080.htm,http://jobs.zhaopin.com/CC620467080J40797817403.htm,13.0-15.0k,14000.0,14.0k
IOS开发工程师,对日iOS软件开发(中高级SE),1.3-2万·13薪,上海达巴辛软件有限公司,上海,3-5年,学历不限,计算机软件,20-99人,民营,"iOS, Swift, 日语",2,http://company.zhaopin.com/CZL1345680450.htm,http://jobs.zhaopin.com/CCL1345680450J40187243416.htm,13.0-20.0k,16500.0,16.5k
IOS开发工程师,flutter开发工程师,1.5-2万,深圳市向明科技有限公司,深圳,1-3年,本科,计算机软件,20人以下,民营,"Android开发, iOS开发, Flutter",1,http://company.zhaopin.com/CZ498301430.htm,http://jobs.zhaopin.com/CC498301430J40785346113.htm,15.0-20.0k,17500.0,17.5k
IOS开发工程师,iOS开发工程师,1.5-2万,北京阿提拉科技有限公司,北京,3-5年,学历不限,计算机软件,300-499人,民营,iOS,5,http://company.zhaopin.com/CZ147646000.htm,http://jobs.zhaopin.com/CC147646000J40759867514.htm,15.0-20.0k,17500.0,17.5k
IOS开发工程师,iOS客户端开发工程师-大厂外包-线上面试-周末双休-尽快到岗,1.7-1.8万,深圳南区人瑞人力资源服务有限公司,北京,3-5年,大专,企业服务,10000人以上,上市公司,"Xcode, git, Objective-C, Swift",1,http://company.zhaopin.com/CZL1289361510.htm,http://jobs.zhaopin.com/CCL1289361510J40713560501.htm,17.0-18.0k,17500.0,17.5k
IOS开发工程师,Android/IOS,1.3-2万,湖北一术影视文化传媒有限公司,长沙,3-5年,本科,广播/影视,20人以下,股份制企业,"银行项目, Android Studio, Java, C++",10,http://company.zhaopin.com/CZ825396270.htm,http://jobs.zhaopin.com/CC825396270J40916452704.htm,13.0-20.0k,16500.0,16.5k
IOS开发工程师,ios/android 移动开发实习生,160-170元/天,益世信息技术（杭州）有限公司,杭州,无经验,本科,计算机软件,20人以下,外商独资,"iOS, Objective-C, Xcode",6,http://company.zhaopin.com/CC406738221.htm,http://jobs.zhaopin.com/CC406738221J90250000000.htm,5.0k,5000.0,5.0k
IOS开发工程师,移动端开发（iOS/Android）-常驻上海总部,3-6万·18薪,上海从鲸信息技术有限公司,上海,3-5年,本科,互联网,10000人以上,民营,"Android开发, iOS开发, 小程序开发, Java, C++",1,http://company.zhaopin.com/CZL1482748030.htm,http://jobs.zhaopin.com/CCL1482748030J40692999412.htm,30.0-60.0k,45000.0,45.0k
IOS开发工程师,苹果门店Coach-（深圳广州就近安排）,7000-9000元,广东畅航计算机有限公司,广州,经验不限,大专,零售/批发,500-999人,其他,"职业培训师, 培训师, K12教育讲师, 特长培训师, IT培训讲师",6,http://company.zhaopin.com/CZL1485388140.htm,http://jobs.zhaopin.com/CCL1485388140J40778531412.htm,7.0-9.0k,8000.0,8.0k
IOS开发工程师,iOS原生开发,9000-11000元,天天新鲜电子商务有限公司,长沙,3-5年,本科,电子商务,20-99人,其他,"音视频开发, 视频直播, 即时通讯, 摄像头, Swift, UIKit",1,http://company.zhaopin.com/CZL1441649800.htm,http://jobs.zhaopin.com/CCL1441649800J40650462201.htm,9.0-11.0k,10000.0,10.0k
IOS开发工程师,IOS客户端开发,2.5-4.5万·15薪,苏州人瑞普惠人力资源服务有限公司,上海,3-5年,本科,互联网,500-999人,上市公司,金融科技,3,http://company.zhaopin.com/CZ427775130.htm,http://jobs.zhaopin.com/CC427775130J40847443615.htm,25.0-45.0k,35000.0,35.0k
IOS开发工程师,ios工程师,1.2-1.3万,软通动力信息技术(集团)股份有限公司,武汉,5-10年,大专,互联网,10000人以上,民营,IOS APP,1,https://company.zhaopin.com/CZ000544460.htm,http://jobs.zhaopin.com/CC000544460J40658461416.htm,12.0-13.0k,12500.0,12.5k
IOS开发工程师,H14722岗iOS开发,9000-12000元,武汉佰钧成技术有限责任公司,武汉,3-5年,大专,计算机软件,1000-9999人,民营,"iOS, Objective-C, Swift",10,http://company.zhaopin.com/%E6%AD%A6%E6%B1%89%E4%BD%B0%E9%92%A7%E6%88%90%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8_CC364485728.htm,http://jobs.zhaopin.com/CC364485720J40777380605.htm,9.0-12.0k,10500.0,10.5k
IOS开发工程师,高级ios开发工程师,1.7-2万·13薪,成都兴跃睿创科技有限公司,成都,5-10年,大专,计算机软件,20-99人,民营,"Objective-C, Swift, Flutter, 视频直播, 体育项目, 社交聊天项目",2,http://company.zhaopin.com/CZL1499872380.htm,http://jobs.zhaopin.com/CCL1499872380J40702501416.htm,17.0-20.0k,18500.0,18.5k
IOS开发工程师,计算机网络工程师,3000-6000元,山东汇泉建设项目管理有限公司,济南,经验不限,大专,房地产开发,100-299人,股份制企业,"人工智能, 云计算, 大数据, 软件测试, 前端培训, 物联网, .NET, iOS",3,http://company.zhaopin.com/CZ341634310.htm,http://jobs.zhaopin.com/CC341634310J40702756402.htm,3.0-6.0k,4500.0,4.5k
IOS开发工程师,ios工程师,1.4-1.5万,软通动力信息技术(集团)股份有限公司,深圳,3-5年,大专,互联网,10000人以上,民营,"HarmonyOS开发, SDK开发, 性能调优, 智能穿戴, IOS开发",1,https://company.zhaopin.com/CZ000544460.htm,http://jobs.zhaopin.com/CC000544460J40680457316.htm,14.0-15.0k,14500.0,14.5k
IOS开发工程师,IOS开发（急，快速到岗，周末双休）,1.1-1.5万,软通动力信息技术(集团)股份有限公司,深圳,1-3年,本科,互联网,10000人以上,民营,SDK开发,1,https://company.zhaopin.com/CZ000544460.htm,http://jobs.zhaopin.com/CC000544460J40484195716.htm,11.0-15.0k,13000.0,13.0k
IOS开发工程师,ios研发工程师,8000-12000元,沙师弟(重庆)网络科技有限公司,重庆,3-5年,本科,互联网,300-499人,民营,"Objective-C, C++, SDK开发, RN跨平台开发",1,http://company.zhaopin.com/CC436415032.htm,http://jobs.zhaopin.com/CC436415030J40670618215.htm,8.0-12.0k,10000.0,10.0k
IOS开发工程师,iOS开发工程师,1.4-1.6万,软通动力信息技术(集团)股份有限公司,北京,经验不限,学历不限,互联网,10000人以上,民营,"Objective-C, Swift, C++, Cocoa, AFNetWorking, Alamofire, iOS",1,https://company.zhaopin.com/CZ000544460.htm,http://jobs.zhaopin.com/CC000544460J40718180316.htm,14.0-16.0k,15000.0,15.0k
IOS开发工程师,对日开发工程师,5000-10000元·13薪,大连住林信息技术服务有限公司,大连,1-3年,大专,专业技术服务,100-299人,外商独资,"前端开发, MVC, C++",1,http://company.zhaopin.com/CZ139031890.htm,http://jobs.zhaopin.com/CC139031890J40759017407.htm,5.0-10.0k,7500.0,7.5k
IOS开发工程师,iOS开发工程师,1.7-3万,大连百纳睿信息技术有限公司,大连,1-3年,大专,IT服务,20-99人,民营,ReactiveCocoa,1,http://company.zhaopin.com/CZL1347512570.htm,http://jobs.zhaopin.com/CCL1347512570J40362097108.htm,17.0-30.0k,23500.0,23.5k
IOS开发工程师,苹果门店Coach-（深圳广州就近安排）,7000-9000元,广东畅航计算机有限公司,深圳,经验不限,大专,零售/批发,500-999人,其他,"职业培训师, 培训师, K12教育讲师, 特长培训师, IT培训讲师",6,http://company.zhaopin.com/CZL1485388140.htm,http://jobs.zhaopin.com/CCL1485388140J40778531312.htm,7.0-9.0k,8000.0,8.0k
IOS开发工程师,iOS工程师 (MJ011072),1-2万·14薪,正泰集团,杭州,3-5年,学历不限,电气机械/电力设备,10000人以上,民营,iOS,1,http://company.zhaopin.com/CZ000340270.htm,http://jobs.zhaopin.com/CC000340270J40892305104.htm,10.0-20.0k,15000.0,15.0k
IOS开发工程师,app移动开发工程师,9000-13000元,福建合诚信息科技有限公司,福州,5-10年,本科,计算机软件,100-299人,民营,"Android开发, iOS开发, 小程序开发, HTML5, 鸿蒙项目经验",1,http://company.zhaopin.com/CC476920320.htm,http://jobs.zhaopin.com/CC476920320J40811787808.htm,9.0-13.0k,11000.0,11.0k
IOS开发工程师,ios工程师,8000-12000元,湖南飓速冷链科技有限公司,湘潭,5-10年,本科,货运/物流/仓储,300-499人,民营,"前端开发, HarmonyOS开发, Cocoa, UIKit, Core animation",1,http://company.zhaopin.com/CZL1455944600.htm,http://jobs.zhaopin.com/CCL1455944600J40800891308.htm,8.0-12.0k,10000.0,10.0k
IOS开发工程师,中级iOS开发工程师,8000-10000元,广东超悦科技有限公司,广州,3-5年,本科,互联网,100-299人,民营,SDK开发,1,http://company.zhaopin.com/CZ860404170.htm,http://jobs.zhaopin.com/CC860404170J40919237804.htm,8.0-10.0k,9000.0,9.0k
IOS开发工程师,Ios工程师,1-1.2万,软通动力信息技术(集团)股份有限公司,武汉,经验不限,本科,互联网,10000人以上,民营,"系统开发, MVC, Cocoa, React Native, Objective-C, 物联网, 移动支付",1,https://company.zhaopin.com/CZ000544460.htm,http://jobs.zhaopin.com/CC000544460J40704610216.htm,10.0-12.0k,11000.0,11.0k
IOS开发工程师,ios工程师,1.2-1.4万,温州市鹿城区灿盛技术服务工作室(个体工商户),杭州,1-3年,大专,计算机软件,20-99人,其他,"Swift, Objective-C",1,http://company.zhaopin.com/CZL1502958310.htm,http://jobs.zhaopin.com/CCL1502958310J40759322614.htm,12.0-14.0k,13000.0,13.0k
IOS开发工程师,移动开发实习工程师,6000-9000元·13薪,河南列阁影视传媒有限公司,南阳,经验不限,学历不限,广播/影视,100-299人,民营,"架构设计, 跨平台开发, Android开发, Java, HTML, HTML5, RxJava",10,http://company.zhaopin.com/CZL1493531890.htm,http://jobs.zhaopin.com/CCL1493531890J40684307711.htm,6.0-9.0k,7500.0,7.5k
人工智能,人工智能实习生,6000-9000元·13薪,河南塔韵文化传媒有限公司,南阳,经验不限,学历不限,广播/影视,100-299人,民营,"机器视觉, 自然语言处理, 图像算法, 人工神经网络, Transformer, DNN, PyTorch, TensorFlow, Caffe, Python, C++, C#",10,http://company.zhaopin.com/CZL1493543330.htm,http://jobs.zhaopin.com/CCL1493543330J40737850507.htm,6.0-9.0k,7500.0,7.5k
人工智能,人工智能训练师讲师,5000-8000元,呼和浩特市金鳞职业培训学校,呼和浩特,1-3年,大专,培训/辅导服务,20-99人,民营,讲师,1,http://company.zhaopin.com/CC644600629.htm,http://jobs.zhaopin.com/CC644600620J40791675208.htm,5.0-8.0k,6500.0,6.5k
人工智能,人工智能实习生,4000-6000元·13薪,河南澜单影视科技有限公司,洛阳,经验不限,学历不限,广播/影视,20-99人,民营,"深度学习, 机器学习, 图像算法, ViT, CLIP, VGGNet, K-means算法, 随机森林, SVM",10,http://company.zhaopin.com/CZL1500542900.htm,http://jobs.zhaopin.com/CCL1500542900J40739643314.htm,4.0-6.0k,5000.0,5.0k
人工智能,AIGC内容领域人工智能训练师,5000-10000元,厦门鹿课教育科技有限公司,金华,经验不限,学历不限,IT服务,20-99人,其它,"机器学习, 课程教授, 项目实训, 课程设计",1,http://company.zhaopin.com/CZ858134500.htm,http://jobs.zhaopin.com/CC858134500J40678402306.htm,5.0-10.0k,7500.0,7.5k
人工智能,人工智能工程师开发助理,5000-7000元,安徽雅云晖智能科技有限公司,合肥,经验不限,大专,计算机软件,20-99人,其他,自然语言处理,1,http://company.zhaopin.com/CZL1483063630.htm,http://jobs.zhaopin.com/CCL1483063630J40591263407.htm,5.0-7.0k,6000.0,6.0k
人工智能,遥感算法工程师（兼职）,1-2万,北京安信锐图科技有限公司,全国,经验不限,学历不限,云计算/大数据,20-99人,民营,"提取, 遥感, 水利",1,http://company.zhaopin.com/CZL1231930630.htm,http://jobs.zhaopin.com/CCL1231930630J40728653510.htm,10.0-20.0k,15000.0,15.0k
人工智能,人工智能讲师,3000-6000元,琦思人工智能科技(河南)有限公司,洛阳,3-5年,大专,人工智能,20-99人,其他,课程策划,10,http://company.zhaopin.com/CZL1503272370.htm,http://jobs.zhaopin.com/CCL1503272370J40811079508.htm,3.0-6.0k,4500.0,4.5k
人工智能,AIgc人工智能兼职讲师,5000-10000元,青岛时代企业培训服务有限公司,青岛,1-3年,本科,培训/辅导服务,20-99人,民营,"课程策划, 课程教授, 机器学习, 深度学习, 机器人算法",5,http://company.zhaopin.com/CZ232023810.htm,http://jobs.zhaopin.com/CC232023810J40625310607.htm,5.0-10.0k,7500.0,7.5k
人工智能,人工智能工程师/算法工程师（讲师）,7000-10000元,北京华晟经世信息技术股份有限公司,文山,5-10年,本科,通信/网络设备,500-999人,上市公司,"课程教授, 深度学习, 机器学习, 机器人算法, PyTorch, Hadoop, CNN, Spark, MXNet",1,http://company.zhaopin.com/%E5%8C%97%E4%BA%AC%E5%8D%8E%E6%99%9F%E7%BB%8F%E4%B8%96%E4%BF%A1%E6%81%AF%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC427414314.htm,http://jobs.zhaopin.com/CC427414310J40663939206.htm,7.0-10.0k,8500.0,8.5k
人工智能,兼职-AI大模型的讲师,3000元/天,郑州马哥教育科技有限公司,郑州,3-5年,大专,IT服务,100-299人,民营,"课程教授, 人工智能AI, 大模型应用场景使用, AI伦理与安全",1,http://company.zhaopin.com/CZ518247480.htm,http://jobs.zhaopin.com/CC518247480J40749950507.htm,90.0k,90000.0,90.0k
人工智能,项目技术工程师-人工智能方向,5000-7000元,北京华晟经世信息技术股份有限公司,文山,1-3年,本科,通信/网络设备,500-999人,上市公司,"深度学习, 机器学习, 视觉图像算法, 自然语音处理, 推荐算法, 机器人算法, 视频算法",1,http://company.zhaopin.com/%E5%8C%97%E4%BA%AC%E5%8D%8E%E6%99%9F%E7%BB%8F%E4%B8%96%E4%BF%A1%E6%81%AF%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC427414314.htm,http://jobs.zhaopin.com/CC427414310J40450722406.htm,5.0-7.0k,6000.0,6.0k
人工智能,AI训练师,4000-8000元,长春创翼网络科技有限公司,长春,1-3年,大专,社交网络,20-99人,民营,"机器学习, AI",1,http://company.zhaopin.com/CZL1478584010.htm,http://jobs.zhaopin.com/CCL1478584010J40800548808.htm,4.0-8.0k,6000.0,6.0k
人工智能,AI智能体讲师,1.5-2.5万,杭州市上城区屿博科技工作室(个体工商户),杭州,经验不限,学历不限,人工智能,20-99人,民营,"AI人工智能, AI智能体, AI知识付费, AI销售, 课程教授, 助理教师",1,http://company.zhaopin.com/CZL1501329300.htm,http://jobs.zhaopin.com/CCL1501329300J40742900001.htm,15.0-25.0k,20000.0,20.0k
人工智能,人工智能助理工程师,8000-12000元,芯途势力(厦门)集成电路科技有限公司,福州,经验不限,大专,电子/半导体/集成电路,100-299人,民营,"课程策划, 课程教授, 助理教师, 机器学习, 视觉图像算法, 运动控制算法",1,http://company.zhaopin.com/CZL1493017620.htm,http://jobs.zhaopin.com/CCL1493017620J40721368109.htm,8.0-12.0k,10000.0,10.0k
人工智能,人工智能讲师,6000-10000元,北京经济技术职业学院,廊坊,1-3年,硕士,学校/学历教育,100-299人,学校/下级学院,人工智能，教师,1,http://company.zhaopin.com/CZ121071010.htm,http://jobs.zhaopin.com/CC121071010J40848143615.htm,6.0-10.0k,8000.0,8.0k
人工智能,人工智能与数学研究人员（上海）,1.5-3万,我武生物,上海,经验不限,硕士,医药制造,1000-9999人,上市公司,"深度学习, 机器学习, 图像算法",5,http://company.zhaopin.com/P2/CC1307/1601/CC130716013.htm,http://jobs.zhaopin.com/CC130716010J40731588612.htm,15.0-30.0k,22500.0,22.5k
人工智能,AI人工智能算法工程师,2-4万,康龙化成,北京,经验不限,硕士,医药制造,10000人以上,上市公司,"深度学习, 机器学习, 大模型算法",1,https://www.zhaopin.com/companydetail/CZ120543470.htm?refcode=4019&srccode=401901&preactionid=38e340cc-c88e-4683-b7ad-58f340ddd6d4,http://jobs.zhaopin.com/CC120543470J40821012215.htm,20.0-40.0k,30000.0,30.0k
人工智能,人工智能与数学研究人员（浙江-湖州）,1.2-2.4万,我武生物,湖州,经验不限,硕士,医药制造,1000-9999人,上市公司,"深度学习, 机器学习, 图像算法",5,http://company.zhaopin.com/P2/CC1307/1601/CC130716013.htm,http://jobs.zhaopin.com/CC130716010J40731589712.htm,12.0-24.0k,18000.0,18.0k
人工智能,人工智能培训工程师,3000-6000元,吉林省中旭投资集团有限公司,长春,经验不限,本科,IT服务,100-299人,民营,人工智能,1,http://company.zhaopin.com/CZ660150530.htm,http://jobs.zhaopin.com/CC660150530J40659782706.htm,3.0-6.0k,4500.0,4.5k
人工智能,人工智能研究员25SAQ05,2-2.5万,中国信息通信研究院,北京,1-3年,硕士,通信/网络设备,1000-9999人,事业单位,"深度学习, 机器学习, 大模型算法, SVM, Python, C++",1,http://company.zhaopin.com/CZ251266610.htm,http://jobs.zhaopin.com/CC251266610J40727684102.htm,20.0-25.0k,22500.0,22.5k
人工智能,人工智能技术应用专任教师,4000-6000元,贵州铜仁数据职业学院有限责任公司,铜仁,经验不限,本科,学校/学历教育,100-299人,其他,课程教授,1,http://company.zhaopin.com/CZL1475288890.htm,http://jobs.zhaopin.com/CCL1475288890J40812536908.htm,4.0-6.0k,5000.0,5.0k
人工智能,Ai私域数字化运营老师,1-2万,杭州市上城区智赋引擎科技工作室(个体工商户),杭州,经验不限,高中,人工智能,20人以下,民营,AI运营老师助理,1,http://company.zhaopin.com/CZL1500955030.htm,http://jobs.zhaopin.com/CCL1500955030J40721965211.htm,10.0-20.0k,15000.0,15.0k
人工智能,人工智能技术应用专业课讲师,7000-10000元,四川厚溥数字科技有限公司,攀枝花,经验不限,硕士,IT服务,500-999人,民营,课程教授,1,http://company.zhaopin.com/CZL1460534140.htm,http://jobs.zhaopin.com/CCL1460534140J40663484706.htm,7.0-10.0k,8500.0,8.5k
人工智能,人工智能专任教师,5000-7000元,重庆资源与环境保护职业学院,重庆,经验不限,本科,培训/辅导服务,1000-9999人,学校/下级学院,"移动互联应用技术, 人工智能, 计算机科学, 电子信息工程",2,http://company.zhaopin.com/CZ702242720.htm,http://jobs.zhaopin.com/CC702242720J40505779402.htm,5.0-7.0k,6000.0,6.0k
人工智能,人工智能专业,1-2万,浙江省电信实业集团有限公司管理咨询分公司,绍兴,经验不限,硕士,培训/辅导服务,100-299人,其他,"人工智能, 高校, Python",1,http://company.zhaopin.com/CZ887534230.htm,http://jobs.zhaopin.com/CC887534230J40762556114.htm,10.0-20.0k,15000.0,15.0k
人工智能,人工智能讲师,5000-6000元,山西立德教育科技集团有限公司,晋中,经验不限,本科,培训/辅导服务,100-299人,民营,"机器学习, 课程教授, 人工智能",2,http://company.zhaopin.com/CZL1242704430.htm,http://jobs.zhaopin.com/CCL1242704430J40699399316.htm,5.0-6.0k,5500.0,5.5k
人工智能,人工智能讲师,1.2-1.5万·14薪,合肥科大讯飞教育发展有限公司,肇庆,1-3年,本科,人工智能,1000-9999人,上市公司,"课程教授, 项目实训, 深度学习, 机器学习, 视觉图像算法, 导航算法, 机器人算法, 视频算法, 自然语音处理, Theano, Hadoop",1,http://company.zhaopin.com/CZ399281220.htm,http://jobs.zhaopin.com/CC399281220J40742588801.htm,12.0-15.0k,13500.0,13.5k
